symbol,side,entry_date,exit_date,entry_z,exit_z,beta,corr,hold_bars,pair_ret,exit_reason
INFY,SHORT_PAIR,2023-01-27,2023-02-24,2.4513810832629126,0.533386377046041,0.14073474838003527,0.8215745794790941,20,-0.021842871453804914,time
INFY,LONG_PAIR,2023-04-11,2023-04-17,-2.523753504100399,-4.300433696346818,0.14560443996468395,0.7870974033256585,3,-0.10501823339220621,stop
INFY,SHORT_PAIR,2023-07-14,2023-07-18,3.8010435007472263,3.957231516516662,0.07450834088394756,0.9235726194448642,2,-0.03383477189871366,stop
INFY,SHORT_PAIR,2023-07-19,2023-07-21,2.9318605878433086,-2.6469341127384003,0.09012322202342209,0.910936224144923,2,0.09678933065416742,mean_revert
INFY,SHORT_PAIR,2023-08-25,2023-09-18,2.107035835722258,0.2493428698119259,0.09183649140808244,0.7862419767304291,16,-0.046354393411508786,mean_revert
INFY,LONG_PAIR,2023-11-10,2023-11-16,-2.158155572112021,-0.1353149680264402,0.10353942193127115,0.8605745645370957,3,0.05374625105476104,mean_revert
INFY,LONG_PAIR,2023-12-01,2023-12-14,-2.0368370388207815,-0.18591929586246533,0.09172233528681584,0.8335361551505612,9,0.029702928496486897,mean_revert
INFY,SHORT_PAIR,2023-12-15,2023-12-26,2.0619834630389087,0.24380066518321766,0.052677200276929965,0.8056196664872575,6,0.021788354622765713,mean_revert
INFY,LONG_PAIR,2024-01-03,2024-01-09,-2.085646335285474,-0.3649285630245546,0.059530603528054116,0.924599590717977,4,0.0262997762755231,mean_revert
INFY,LONG_PAIR,2024-01-11,2024-01-12,-2.1628707198686743,2.4024222510964224,0.058483876445246254,0.9445117470960671,1,0.07867190555082025,mean_revert
INFY,SHORT_PAIR,2024-01-15,2024-02-14,3.059303123539539,0.7844167894132209,0.06183538607566034,0.9389050540222189,20,-0.009254801084161669,time
INFY,SHORT_PAIR,2024-07-02,2024-07-19,2.1552309229886495,3.6011730562811834,0.08475246351760878,0.9104139977330195,12,-0.10461230354886954,stop
INFY,SHORT_PAIR,2024-07-22,2024-07-23,3.5170281213672645,3.584838640903258,0.12430368096449296,0.9433586227764783,1,-0.01453870578417009,stop
INFY,SHORT_PAIR,2024-07-24,2024-08-22,3.2191179652565096,0.8178881376141001,0.13264949486389188,0.92635605207582,20,-0.023083530644590233,time
