date,event,pair,side,ret,pnl,equity,dd
2024-01-17,close,Nifty_FinNifty,LONG_Y,-0.016124374598781493,-1921.7345610201587,472484.6997112923,-0.008900546819880839
2024-01-18,open,HDFC_KOTAK,LONG_Y,-0.032733391161789305,0.0,472484.6997112923,-0.008900546819880839
2024-01-18,open,Nifty_BankNifty,LONG_Y,-0.008976197540515096,0.0,472484.6997112923,-0.008900546819880839
2024-01-23,close,HDFC_KOTAK,LONG_Y,-0.032733391161789305,-3866.506623402572,468618.1930878897,-0.01701105834017591
2024-01-23,open,ICICI_SBI,SHORT_Y,0.055581800018181,0.0,468618.1930878897,-0.01701105834017591
2024-01-25,close,RELIANCE_BPCL,SHORT_Y,0.022613959624153968,2671.8509758762048,471290.0440637659,-0.011406495816166706
2024-01-29,open,RELIANCE_BPCL,SHORT_Y,0.09502221749244383,0.0,471290.0440637659,-0.011406495816166706
2024-02-01,close,ICICI_SBI,SHORT_Y,0.055581800018181,6511.660673273103,477801.704737039,0.0
2024-02-02,close,RELIANCE_BPCL,SHORT_Y,0.09502221749244383,11195.75626726265,488997.4610043016,0.0
2024-02-02,open,SBI_AXIS,SHORT_Y,-0.07950241990701243,0.0,488997.4610043016,0.0
2024-02-05,close,Nifty_BankNifty,LONG_Y,-0.008976197540515096,-1060.2789998698788,487937.1820044317,-0.002168270971575792
2024-02-06,open,Nifty_BankNifty,LONG_Y,0.013885993231693927,0.0,487937.1820044317,-0.002168270971575792
2024-02-06,open,Nifty_FinNifty,LONG_Y,0.007533343035550755,0.0,487937.1820044317,-0.002168270971575792
2024-02-08,close,SBI_AXIS,SHORT_Y,-0.07950241990701243,-9719.120369556731,478218.061634875,-0.022043875948328795
2024-02-08,open,ICICI_SBI,LONG_Y,-0.0227262502267796,0.0,478218.061634875,-0.022043875948328795
2024-02-20,close,Nifty_BankNifty,LONG_Y,0.013885993231693927,1693.8731017013367,479911.93473657634,-0.018579904789414292
